player_id,alias,skill,deck_name,top_8,top_16,top_32,top_64,Weighted Position
76,Margaretta,0.906,Uzuri,578,844,1651,3971,1909.125
372,Mara,-1.171,Fai,606,768,1705,3873,1900.375
391,Juan,-1.704,Dromai,584,679,1795,4149,1890.875
133,William,-0.453,Azalea,620,763,1622,3783,1879.875
375,Ruby,-0.507,Azalea,599,738,1716,3841,1877.125
74,Timothy,0.123,Dorinthea,592,739,1685,3832,1861.75
493,Stacey,0.811,Uzuri,564,792,1610,3921,1852.625
478,Laura,-0.575,Azalea,635,689,1615,3750,1852
440,Brenda,-1.102,Iyslander,607,690,1616,3856,1838
248,Harry,1.139,Boltyn,557,710,1685,3965,1828.875
47,Lesa,-0.308,Azalea,582,760,1602,3694,1824.25
204,Leticia,1.227,Uzuri,537,740,1627,3888,1799.75
484,David,-0.986,Fai,542,731,1599,3785,1780.375
467,Marta,-0.64,Boltyn,546,715,1619,3762,1778.5
122,Carlton,0.454,Uzuri,540,710,1605,3714,1760.5
386,Yvonne,0.284,Uzuri,494,759,1622,3787,1752.375
259,John,-1.929,Bravo,541,632,1695,3761,1750.875
136,Martha,-1.266,Bravo,549,630,1569,3787,1729.625
227,Frances,-1.105,Iyslander,527,643,1614,3724,1717.5
507,James,-0.537,Dorinthea,530,695,1522,3569,1704.125
433,Dorothy,-0.017,Azalea,531,633,1617,3583,1699.625
487,Louisa,-0.676,Dorinthea,516,745,1476,3528,1698.5
422,Edward,-2.064,Dash,530,607,1528,3632,1669.5
341,Steven,-0.563,Dorinthea,522,707,1401,3495,1662.625
505,Barbara,-0.733,Dorinthea,511,661,1544,3476,1662
400,Emmett,-0.867,Azalea,525,624,1517,3548,1659.75
276,Mark,-0.408,Boltyn,523,700,1437,3351,1651.125
257,Gail,-0.502,Azalea,538,640,1467,3379,1647.125
483,Chester,-1.123,Fai,521,639,1445,3454,1633.5
26,Ronnie,-0.48,Dorinthea,479,639,1483,3451,1600.625
339,Michael,-0.623,Dorinthea,487,650,1450,3406,1600.25
371,Joelle,-0.56,Boltyn,506,645,1451,3246,1597
244,Barbara,-1.196,Iyslander,466,625,1496,3497,1589.625
139,Keisha,-0.895,Iyslander,478,572,1448,3500,1563.5
319,Emma,-1.426,Bravo,490,547,1475,3444,1562.75
160,Margarita,-0.818,Azalea,468,621,1400,3331,1544.875
498,Blake,0.629,Uzuri,437,631,1408,3425,1532.625
455,Leonard,-0.96,Azalea,488,567,1409,3266,1532
4,Mary,0.252,Uzuri,427,617,1421,3317,1505.375
495,Arnold,-0.694,Boltyn,486,573,1340,3158,1502.25
116,Billy,-2.706,Dromai,439,549,1362,3354,1473.25
37,Stacey,-0.925,Dorinthea,389,574,1315,3229,1408.375
126,Carolyn,-1.793,Iyslander,416,507,1298,3036,1373.5
185,Bradley,-0.799,Azalea,405,543,1285,2952,1366.75
111,Carl,-0.73,Azalea,383,582,1253,2990,1361
202,William,0.295,Uzuri,403,550,1247,2940,1357.25
101,Gregory,0.731,Uzuri,370,565,1288,3043,1354.875
439,Don,-0.177,Uzuri,366,571,1267,3088,1354.25
476,James,-2.608,Dash,389,510,1312,3048,1353
9,Jennie,-0.473,Azalea,384,489,1277,3043,1328.125
182,Hugh,-2.493,Dash,401,457,1242,3046,1320.75
399,Sylvia,-0.808,Azalea,369,500,1188,2931,1282.375
300,Christina,0.018,Uzuri,339,537,1237,2924,1282.25
141,Carol,-1.074,Iyslander,358,459,1203,3082,1273.5
224,Cheryl,-1.009,Azalea,358,475,1187,2857,1249.375
43,Christopher,-0.945,Azalea,327,484,1127,2816,1202.75
277,Kimberly,-2.191,Fai,352,416,1136,2707,1182.375
468,John,-0.914,Uzuri,320,504,1053,2704,1173.25
19,Delinda,-1.891,Fai,355,426,1107,2625,1172.875
348,Janelle,-1.628,Azalea,320,445,1084,2678,1148.25
113,Carrie,-0.33,Boltyn,325,440,1011,2545,1115.875
234,Michael,-0.55,Uzuri,275,443,1086,2672,1102
275,Jason,-1.609,Azalea,317,417,921,2525,1071.375
292,James,-0.167,Uzuri,289,412,1002,2587,1068.875
497,Tim,-0.103,Uzuri,267,434,985,2641,1060.375
164,Jerry,-0.477,Uzuri,260,409,967,2396,1005.75
155,John,-0.328,Uzuri,259,374,866,2427,965.875
60,George,-0.752,Uzuri,230,348,849,2182,889
207,David,-2.071,Iyslander,227,347,859,2158,885
231,Christopher,-0.912,Uzuri,216,352,828,2181,871.625
444,Daniel,-0.858,Uzuri,233,347,810,2071,867.875
167,Justin,-2.016,Dorinthea,222,305,794,2084,833.5
250,Joseph,-0.321,Uzuri,211,287,787,2029,804.875
186,Walter,-0.889,Boltyn,190,329,723,2019,787.625
383,Emma,-0.565,Uzuri,179,288,762,1980,761
395,Beverly,-1.266,Uzuri,167,298,722,1889,732.625
260,Lakeshia,-1.01,Uzuri,141,239,667,1807,653.125
1,Orville,-1.022,Boltyn,130,260,628,1680,627
124,Ilene,-1.65,Boltyn,143,240,590,1549,604.125
323,Patrick,-2.14,Boltyn,137,228,545,1460,569.75
228,Amanda,-1.556,Uzuri,111,210,602,1469,550.125
376,George,-1.308,Uzuri,95,131,430,1342,435.75
243,William,-2.24,Boltyn,74,138,422,1138,390.75
328,Susan,-2.24,Uzuri,86,136,371,1076,381.25
